Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
11241.0,10198.0,9640.0,8235.0,23911.0,15536.0,9613.0,-75.06381827390689,1.1323595948958594,7761.0,10017.0,caqueta_20160311,coca,coca
10055.0,9032.0,8212.0,7075.0,18722.0,10546.0,7332.0,-72.10070764395438,1.4107798470375978,6805.0,7972.0,guaviare_20160125,coca,coca
12985.0,12270.0,11563.0,11454.0,15168.0,14829.0,12348.0,-75.4773859262694,0.4626181190797068,6973.0,4312.0,putumayo_20160311,coca,coca
11132.0,10047.0,9443.0,8138.0,20392.0,13449.0,8542.0,-75.14996795951355,1.0338318449923614,7122.0,10743.0,caqueta_20160311,coca,coca
12442.0,11443.0,11158.0,10444.0,23062.0,21090.0,13585.0,-72.5418182557617,2.2165178924491857,3422.0,2033.0,guaviare_20160820,coca,coca
11346.0,10386.0,9826.0,9092.0,17850.0,16205.0,10626.0,-75.35959495549447,0.830933468112028,5567.0,12238.0,caqueta_20160311,coca,coca
11180.0,10064.0,9432.0,8001.0,22717.0,13526.0,8222.0,-75.23975269160124,0.9378806681875944,6456.0,11450.0,caqueta_20160311,coca,coca
11200.0,10139.0,9419.0,8341.0,20100.0,15544.0,9584.0,-75.2603867154041,1.0269035631590229,6303.0,10794.0,caqueta_20160311,coca,coca
9599.0,8563.0,7881.0,6708.0,22496.0,12533.0,7522.0,-71.92908620892413,1.461239928779997,7979.0,7598.0,guaviare_20160820,coca,coca
11695.0,10563.0,9455.0,8243.0,18709.0,11565.0,7650.0,-75.98608546877112,0.3537424095110682,3199.0,5114.0,putumayo_20160311,coca,coca
11919.0,10796.0,9569.0,8411.0,19051.0,12063.0,7832.0,-76.1500268122209,0.6363491958210414,1983.0,3031.0,putumayo_20160311,coca,coca
12236.0,11102.0,10003.0,8971.0,18171.0,11742.0,8064.0,-75.33948255867175,0.44498417089763065,7996.0,4442.0,putumayo_20160311,coca,coca
11264.0,10134.0,9139.0,7805.0,18510.0,9510.0,6442.0,-75.1320490187786,1.3010432233772513,7255.0,8774.0,caqueta_20160311,coca,coca
10454.0,9453.0,8688.0,7703.0,14841.0,10815.0,7717.0,-75.85964887918843,1.4637315900212164,1859.0,7574.0,caqueta_20160311,coca,coca
10723.0,9639.0,8842.0,7535.0,19014.0,11938.0,7717.0,-75.31225668456406,1.7730151281528248,5919.0,5296.0,caqueta_20160311,coca,coca
11094.0,10051.0,9202.0,8187.0,16390.0,11744.0,8044.0,-75.36592658406902,0.7797714755186947,5520.0,12615.0,caqueta_20160311,coca,coca
10007.0,8990.0,8230.0,7192.0,17235.0,10719.0,7227.0,-72.34054337355805,0.8574326553405757,5028.0,12056.0,guaviare_20160125,coca,coca
10358.0,9305.0,8437.0,7333.0,18132.0,10596.0,7171.0,-72.30249637735582,2.0507193558391084,5300.0,3253.0,guaviare_20160125,coca,coca
11155.0,10115.0,9444.0,8228.0,18924.0,11505.0,7608.0,-75.29992128155213,1.3264059931044818,6010.0,8587.0,caqueta_20160311,coca,coca
11980.0,10846.0,9731.0,8416.0,21781.0,13410.0,8389.0,-76.01654689612562,0.3579454330938086,2973.0,5083.0,putumayo_20160311,coca,coca
11320.0,10288.0,9504.0,8338.0,18688.0,11994.0,8068.0,-75.29570945104703,1.0225578324013715,6041.0,10826.0,caqueta_20160311,coca,coca
11391.0,10238.0,9186.0,7971.0,16975.0,10343.0,7035.0,-75.30700554100127,1.8240416201612975,5958.0,4920.0,caqueta_20160311,coca,coca
9592.0,8527.0,7683.0,6644.0,17616.0,11215.0,7196.0,-72.1233224131837,1.418669258093994,6537.0,7914.0,guaviare_20160820,coca,coca
10377.0,9394.0,8521.0,7530.0,18482.0,11902.0,7807.0,-72.12801335945635,1.9804768115058975,6596.0,3769.0,guaviare_20160125,coca,coca
10450.0,9412.0,8573.0,7570.0,17863.0,12487.0,8314.0,-75.94134058362646,1.429368904286092,1253.0,7827.0,caqueta_20160311,coca,coca
11241.0,10154.0,9446.0,8247.0,17691.0,12646.0,8558.0,-75.30933139709343,1.074125298964536,5940.0,10446.0,caqueta_20160311,coca,coca
10483.0,9397.0,8430.0,7316.0,16662.0,8365.0,5551.0,-75.9248784818492,1.3953171694926438,1375.0,8078.0,caqueta_20160311,coca,coca
11355.0,10321.0,9255.0,8270.0,18181.0,10650.0,7508.0,-71.72531448192122,2.2321344075609306,9582.0,1906.0,guaviare_20160125,coca,coca
11158.0,10020.0,9322.0,7846.0,20771.0,12751.0,7810.0,-75.29921423829047,1.0165863794062842,6015.0,10870.0,caqueta_20160311,coca,coca
11749.0,10668.0,9946.0,8449.0,23126.0,13773.0,8848.0,-76.12829064481127,0.4394778518232254,2144.0,4482.0,putumayo_20160311,coca,coca
